class,detections,files,jpg_files,jpg_size,aspect_ratio,max_areas,bbox_area,bbox_centroid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,times,hours
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779436564_area_35_179.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779436564_area_35_179.jpg,"[1920, 1080]",1.7777777777777777,35.0,[60.0],"[(946.9996799999999, 417.99996000000004)]",[941.9996799999999],[414.99996000000004],[951.9996799999999],[420.99996000000004],2025-08-21 08:30:36.564000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779487308_area_34_180.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779487308_area_34_180.jpg,"[1920, 1080]",1.7777777777777777,34.0,[56.0],"[(932.00064, 742.5)]",[928.00064],[739.0],[936.00064],[746.0],2025-08-21 08:31:27.308000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779573571_area_46_181.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779573571_area_46_181.jpg,"[1920, 1080]",1.7777777777777777,46.0,[84.0],"[(103.00032, 709.49952)]",[97.00032],[705.99952],[109.00032],[712.99952],2025-08-21 08:32:53.571000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779573795_area_110_182.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779573795_area_110_182.jpg,"[1920, 1080]",1.7777777777777777,110.0,[168.0],"[(312.0, 700.9999200000001)]",[305.0],[694.9999200000001],[319.0],[706.9999200000001],2025-08-21 08:32:53.795000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779573991_area_67_183.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779573991_area_67_183.jpg,"[1920, 1080]",1.7777777777777777,67.0,[90.0],"[(547.4995200000001, 706.00032)]",[539.9995200000001],[703.00032],[554.9995200000001],[709.00032],2025-08-21 08:32:53.991000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779811737_area_44_186.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779811737_area_44_186.jpg,"[1920, 1080]",1.7777777777777777,44.0,[60.0],"[(944.49984, 587.9995200000001)]",[936.99984],[585.9995200000001],[951.99984],[589.9995200000001],2025-08-21 08:36:51.737000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779812425_area_68_187.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779812425_area_68_187.jpg,"[1920, 1080]",1.7777777777777777,68.0,[143.0],"[(953.5007999999999, 510.49980000000005)]",[947.0007999999999],[504.99980000000005],[960.0007999999999],[515.9998],2025-08-21 08:36:52.425000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779929218_area_31_190.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779929218_area_31_190.jpg,"[1920, 1080]",1.7777777777777777,31.0,[45.0],"[(186.4992, 337.5)]",[183.9992],[333.0],[188.9992],[342.0],2025-08-21 08:38:49.218000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779929805_area_32_191.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779929805_area_32_191.jpg,"[1920, 1080]",1.7777777777777777,32.0,[60.0],"[(432.0, 372.9996)]",[429.0],[367.9996],[435.0],[377.9996],2025-08-21 08:38:49.805000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779929932_area_32_192.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779929932_area_32_192.jpg,"[1920, 1080]",1.7777777777777777,32.0,[48.0],"[(540.0, 395.00028)]",[536.0],[392.00028],[544.0],[398.00028],2025-08-21 08:38:49.932000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779944064_area_41_193.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779944064_area_41_193.jpg,"[1920, 1080]",1.7777777777777777,41.0,[60.0],"[(900.0, 717.0001199999999)]",[895.0],[714.0001199999999],[905.0],[720.0001199999999],2025-08-21 08:39:04.064000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779944236_area_42_194.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779944236_area_42_194.jpg,"[1920, 1080]",1.7777777777777777,42.0,[72.0],"[(826.5004799999999, 695.9995200000001)]",[822.0004799999999],[691.9995200000001],[831.0004799999999],[699.9995200000001],2025-08-21 08:39:04.236000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779956732_area_46_195.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779956732_area_46_195.jpg,"[1920, 1080]",1.7777777777777777,46.0,[91.0],"[(128.49984, 249.50052)]",[124.99984],[243.00052],[131.99984],[256.00052],2025-08-21 08:39:16.732000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779956920_area_66_196.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779956920_area_66_196.jpg,"[1920, 1080]",1.7777777777777777,66.0,[180.0],"[(127.00031999999999, 252.49968)]",[121.00031999999999],[244.99968],[133.00032],[259.99968],2025-08-21 08:39:16.920000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779957152_area_47_197.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779957152_area_47_197.jpg,"[1920, 1080]",1.7777777777777777,47.0,[110.0],"[(126.4992, 250.99956)]",[120.9992],[245.99956],[131.9992],[255.99956],2025-08-21 08:39:17.152000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779957357_area_55_198.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779957357_area_55_198.jpg,"[1920, 1080]",1.7777777777777777,55.0,[182.0],"[(126.0, 249.50052)]",[119.0],[243.00052],[133.0],[256.00052],2025-08-21 08:39:17.357000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779957593_area_39_199.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779957593_area_39_199.jpg,"[1920, 1080]",1.7777777777777777,39.0,[96.0],"[(127.00031999999999, 250.99956)]",[123.00031999999999],[244.99956],[131.00032],[256.99956],2025-08-21 08:39:17.593000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779957774_area_30_200.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779957774_area_30_200.jpg,"[1920, 1080]",1.7777777777777777,30.0,[70.0],"[(127.49952000000002, 250.99956)]",[123.99952000000002],[245.99956],[130.99952000000002],[255.99956],2025-08-21 08:39:17.774000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779971841_area_155_201.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779971841_area_155_201.jpg,"[1920, 1080]",1.7777777777777777,155.0,[320.0],"[(142.99968, 265.99968)]",[134.99968],[255.99968],[150.99968],[275.99968],2025-08-21 08:39:31.841000-04:00,8
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779972076_area_135_202.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779972076_area_135_202.jpg,"[1920, 1080]",1.7777777777777777,135.0,"[39.0, 304.0]","[(151.49952000000002, 239.49972000000002), (145.49952, 250.99956)]","[149.99952000000002, 135.99952]","[232.99972000000002, 242.99956]","[152.99952000000002, 154.99952]","[245.99972000000002, 258.99956]",2025-08-21 08:39:32.076000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779972230_area_198_203.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779972230_area_198_203.jpg,"[1920, 1080]",1.7777777777777777,198.0,[648.0],"[(148.50047999999998, 258.00012)]",[135.00047999999998],[246.00011999999998],[162.00047999999998],[270.00012],2025-08-21 08:39:32.230000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755779972398_area_144_204.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755779972398_area_144_204.jpg,"[1920, 1080]",1.7777777777777777,144.0,[315.0],"[(138.4992, 284.50007999999997)]",[130.9992],[274.00007999999997],[145.9992],[295.00007999999997],2025-08-21 08:39:32.398000-04:00,8
bird,4,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780038143_area_100_206.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780038143_area_100_206.jpg,"[1920, 1080]",1.7777777777777777,100.0,"[121.0, 132.0, 210.0, 80.0]","[(163.49952, 201.49992), (128.00064, 216.50004), (163.00032, 236.49948), (132.0, 346.99968)]","[157.99952, 122.00064, 156.00032, 127.0]","[195.99992, 211.00004, 228.99948, 342.99968]","[168.99952, 134.00064, 170.00032, 137.0]","[206.99992, 222.00004, 243.99948, 350.99968]",2025-08-21 08:40:38.143000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780039378_area_88_208.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780039378_area_88_208.jpg,"[1920, 1080]",1.7777777777777777,88.0,[156.0],"[(665.5008, 668.00052)]",[659.0008],[662.00052],[672.0008],[674.00052],2025-08-21 08:40:39.378000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780039577_area_58_209.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780039577_area_58_209.jpg,"[1920, 1080]",1.7777777777777777,58.0,[91.0],"[(830.49984, 705.50028)]",[823.99984],[702.00028],[836.99984],[709.00028],2025-08-21 08:40:39.577000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780382341_area_39_230.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780382341_area_39_230.jpg,"[1920, 1080]",1.7777777777777777,39.0,[64.0],"[(836.00064, 749.99952)]",[832.00064],[745.99952],[840.00064],[753.99952],2025-08-21 08:46:22.341000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780525972_area_34_414.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780525972_area_34_414.jpg,"[1920, 1080]",1.7777777777777777,34.0,[63.0],"[(374.49984, 212.49972)]",[369.99984],[208.99972],[378.99984],[215.99972],2025-08-21 08:48:45.972000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780526400_area_51_415.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780526400_area_51_415.jpg,"[1920, 1080]",1.7777777777777777,51.0,[84.0],"[(304.99968, 130.99968)]",[297.99968],[127.99968000000001],[311.99968],[133.99968],2025-08-21 08:48:46.400000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780526562_area_50_416.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780526562_area_50_416.jpg,"[1920, 1080]",1.7777777777777777,50.0,[99.0],"[(281.50079999999997, 98.50031999999999)]",[276.00079999999997],[94.00031999999999],[287.00079999999997],[103.00031999999999],2025-08-21 08:48:46.562000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780526691_area_45_417.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780526691_area_45_417.jpg,"[1920, 1080]",1.7777777777777777,45.0,[66.0],"[(258.49920000000003, 75.9996)]",[252.99920000000003],[72.9996],[263.99920000000003],[78.9996],2025-08-21 08:48:46.691000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780526858_area_44_418.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780526858_area_44_418.jpg,"[1920, 1080]",1.7777777777777777,44.0,[80.0],"[(245.99999999999997, 57.00024)]",[240.99999999999997],[53.00024],[250.99999999999997],[61.00024],2025-08-21 08:48:46.858000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780527033_area_65_419.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780527033_area_65_419.jpg,"[1920, 1080]",1.7777777777777777,65.0,[126.0],"[(219.99936, 27.50004)]",[212.99936],[23.00004],[226.99936],[32.00004],2025-08-21 08:48:47.033000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780543279_area_38_420.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780543279_area_38_420.jpg,"[1920, 1080]",1.7777777777777777,38.0,[63.0],"[(609.50016, 481.49964)]",[605.00016],[477.99964],[614.00016],[484.99964],2025-08-21 08:49:03.279000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780543672_area_30_421.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780543672_area_30_421.jpg,"[1920, 1080]",1.7777777777777777,30.0,[49.0],"[(833.5007999999999, 470.49984)]",[830.0007999999999],[466.99984],[837.0007999999999],[473.99984],2025-08-21 08:49:03.672000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780809068_area_300_442.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780809068_area_300_442.jpg,"[1920, 1080]",1.7777777777777777,300.0,[576.0],"[(188.00064, 17.00028)]",[179.00064],[1.00028],[197.00064],[33.000280000000004],2025-08-21 08:53:29.068000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780809225_area_178_443.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780809225_area_178_443.jpg,"[1920, 1080]",1.7777777777777777,178.0,[325.0],"[(184.50048, 75.49956)]",[178.00048],[62.99956],[191.00048],[87.99956],2025-08-21 08:53:29.225000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780809380_area_455_444.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780809380_area_455_444.jpg,"[1920, 1080]",1.7777777777777777,455.0,[770.0],"[(171.99936, 133.49988)]",[160.99936],[115.99987999999999],[182.99936],[150.99988],2025-08-21 08:53:29.380000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755780809536_area_358_445.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755780809536_area_358_445.jpg,"[1920, 1080]",1.7777777777777777,358.0,[754.0],"[(139.49952, 208.00044)]",[124.99951999999999],[195.00044],[153.99952],[221.00044],2025-08-21 08:53:29.536000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781164466_area_38_484.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781164466_area_38_484.jpg,"[1920, 1080]",1.7777777777777777,38.0,[50.0],"[(278.99904, 580.5)]",[273.99904],[578.0],[283.99904],[583.0],2025-08-21 08:59:24.466000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781165549_area_32_485.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781165549_area_32_485.jpg,"[1920, 1080]",1.7777777777777777,32.0,[63.0],"[(757.4995200000001, 545.50044)]",[753.9995200000001],[541.00044],[760.9995200000001],[550.00044],2025-08-21 08:59:25.549000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781174844_area_35_486.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781174844_area_35_486.jpg,"[1920, 1080]",1.7777777777777777,35.0,[48.0],"[(152.00064, 358.99956000000003)]",[148.00064],[355.99956000000003],[156.00064],[361.99956000000003],2025-08-21 08:59:34.844000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781175155_area_44_487.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781175155_area_44_487.jpg,"[1920, 1080]",1.7777777777777777,44.0,[90.0],"[(248.00064, 357.50052)]",[243.00064],[353.00052],[253.00064],[362.00052],2025-08-21 08:59:35.155000-04:00,8
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781175327_area_74_488.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781175327_area_74_488.jpg,"[1920, 1080]",1.7777777777777777,74.0,[204.0],"[(314.49984, 371.99951999999996)]",[305.99984],[365.99951999999996],[322.99984],[377.99951999999996],2025-08-21 08:59:35.327000-04:00,8
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781175497_area_175_489.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781175497_area_175_489.jpg,"[1920, 1080]",1.7777777777777777,175.0,"[425.0, 48.0]","[(165.50016, 375.49980000000005), (340.99968, 382.00032000000004)]","[157.00016, 337.99968]","[362.99980000000005, 378.00032000000004]","[174.00016, 343.99968]","[387.99980000000005, 386.00032000000004]",2025-08-21 08:59:35.497000-04:00,8
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781175633_area_130_490.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781175633_area_130_490.jpg,"[1920, 1080]",1.7777777777777777,130.0,"[81.0, 378.0]","[(377.5008, 400.49964), (307.00032000000004, 410.50044)]","[373.0008, 298.00032000000004]","[395.99964, 400.00044]","[382.0008, 316.00032000000004]","[404.99964, 421.00044]",2025-08-21 08:59:35.633000-04:00,8
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detect_1755781175803_area_83_491.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detect_1755781175803_area_83_491.jpg,"[1920, 1080]",1.7777777777777777,83.0,"[165.0, 182.0]","[(384.4992, 402.4998), (323.5008, 421.0002)]","[378.9992, 317.0008]","[394.9998, 414.0002]","[389.9992, 330.0008]","[409.9998, 428.0002]",2025-08-21 08:59:35.803000-04:00,8
